month,type,year_ship,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,Total_PM10,E1_base_PM10,E2_base_PM10,E3_base_PM10,E4_base_PM10,E5_base_PM10,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,Total_PM2.5,E1_base_PM2.5,E2_base_PM2.5,E3_base_PM2.5,E4_base_PM2.5,E5_base_PM2.5,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,Total_NOx,E1_base_NOx,E2_base_NOx,E3_base_NOx,E4_base_NOx,E5_base_NOx,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,Total_SOx,E1_base_SOx,E2_base_SOx,E3_base_SOx,E4_base_SOx,E5_base_SOx,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,Total_CO,E1_base_CO,E2_base_CO,E3_base_CO,E4_base_CO,E5_base_CO,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,Total_HC,E1_base_HC,E2_base_HC,E3_base_HC,E4_base_HC,E5_base_HC,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,Total_CO2,E1_base_CO2,E2_base_CO2,E3_base_CO2,E4_base_CO2,E5_base_CO2,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,Total_N2O,E1_base_N2O,E2_base_N2O,E3_base_N2O,E4_base_N2O,E5_base_N2O,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4,E1_base_CH4,E2_base_CH4,E3_base_CH4,E4_base_CH4,E5_base_CH4
7,container_ship,2009,0,309.14,305,0.24,3.9,9.81,7.77,12.0,32792.65550830559,5959.514428807131,False,C3,115.7,791.1684047830458,6388.197507693942,35.328001533968674,2119.6800920381197,165769.85335169916,175104.22735774823,791.1684047830458,6388.197507693942,35.328001533968674,2119.6800920381197,165769.85335169916,726.6709804800802,5867.420536958022,31.609264530393023,1896.555871823581,148320.3951041519,156842.65175794394,726.6709804800802,5867.420536958022,31.609264530393023,1896.555871823581,148320.3951041519,61917.52733084707,499945.8919064824,1952.3369268772158,117140.21561263294,9160965.579962322,9841921.551739162,61917.52733084707,499945.8919064824,1952.3369268772158,117140.21561263294,9160965.579962322,1556.5378398449054,12568.084227093515,78.09347707508863,4685.6086245053175,366438.62319849286,385326.9473670117,1556.5378398449054,12568.084227093515,78.09347707508863,4685.6086245053175,366438.62319849286,6019.7596016101315,48605.85060201912,204.53053519666074,12271.832111799642,959720.2036151005,1026822.176465726,6019.7596016101315,48605.85060201912,204.53053519666074,12271.832111799642,959720.2036151005,2579.8969721186277,20831.078829436763,74.374740071513,4462.484404290779,348989.1649509456,376936.9998968633,2579.8969721186277,20831.078829436763,74.374740071513,4462.484404290779,348989.1649509456,2549798.174110577,20588049.57642667,129412.0477244326,7764722.8634659555,607241147.0146452,638273129.6763729,2549798.174110577,20588049.57642667,129412.0477244326,7764722.8634659555,607241147.0146452,124.69502031906703,1006.8354767561103,5.392168655184692,323.5301193110815,25301.714458943556,26762.167243984997,124.69502031906703,1006.8354767561103,5.392168655184692,323.5301193110815,25301.714458943556,51.597939442372564,416.62157658873537,1.4874948014302598,89.24968808581556,6979.783299018912,7538.739997937266,51.597939442372564,416.62157658873537,1.4874948014302598,89.24968808581556,6979.783299018912
12,container_ship,2014,0,37.7,33,0.22,4.48,10.75,6.76,13.0,12568.951860342213,2481.287192411957,True,SV,115.4,244.54220747408633,670.1357120831315,13.483314603566575,1013.7943959269079,7467.681934283026,9409.637564370718,287.6967146753957,1456.816765398112,13.483314603566575,1013.7943959269079,7467.681934283026,224.60670143000323,615.5050833807023,12.064018329506935,907.0791963556545,6681.610151726919,8440.865151222784,264.243178152945,1338.0545290884832,12.064018329506935,907.0791963556545,6681.610151726919,22065.087160321655,165317.0329430031,745.1305438813107,56025.47977490807,412687.6858419567,656840.4162640709,22515.39506155271,114011.74685724353,745.1305438813107,56025.47977490807,412687.6858419567,560.3518945943929,3038.0963544487145,29.80522175525243,2241.019190996323,16507.507433678267,22376.78009547295,566.0120147418111,2866.128636272372,29.80522175525243,2241.019190996323,16507.507433678267,2780.0258624611606,7094.0642488951535,78.06129507328018,5869.335976418941,43233.94804058594,59055.43542343448,2188.996742095402,11084.475388898678,78.06129507328018,5869.335976418941,43233.94804058594,722.3689248914826,4465.460085242039,28.38592548119279,2134.3039914250694,15721.43565112216,23071.95457816194,938.1414608980294,4750.489452385147,28.38592548119279,2134.3039914250694,15721.43565112216,917924.512415677,4976771.099967093,49391.51033727545,3713688.9450796205,27355298.03295256,37013074.10075222,927196.4771875525,4695067.075440654,49391.51033727545,3713688.9450796205,27355298.03295256,44.43663386453667,332.9301357879924,2.057979597386477,154.73703937831752,1139.8040847063567,1673.9658733345898,45.343503943404755,229.60699019861548,2.057979597386477,154.73703937831752,1139.8040847063567,14.447378497829654,89.30920170484077,0.5677185096238557,42.686079828501384,314.42871302244316,461.4390915632389,18.76282921796059,95.00978904770295,0.5677185096238557,42.686079828501384,314.42871302244316
12,container_ship,1993,0,238.33,234,0.22,4.11,10.82,7.37,13.0,23630.32627693417,4928.131307721426,False,C3,123.5,551.5208652948281,3386.375466054059,26.779465526158237,1847.221314335838,105170.26461182142,110982.16172303232,551.5208652948281,3256.1302558212105,26.779465526158237,1847.221314335838,105170.26461182142,506.55992518927144,3110.3122487126957,23.96057441814158,1652.7769654583815,94099.710442156,99393.3201559345,506.55992518927144,2990.6848545314383,23.96057441814158,1652.7769654583815,94099.710442156,50955.732119630855,306854.8838909771,1945.034864531493,134166.60072544508,7638682.377069135,8132604.628669719,50955.732119630855,300838.12146174227,1945.034864531493,134166.60072544508,7638682.377069135,1085.0573545474335,6598.2648216603075,59.19671326834978,4083.3313264265894,232481.63756297363,244307.4877788763,1085.0573545474335,6406.082351126512,59.19671326834978,4083.3313264265894,232481.63756297363,4196.354409851953,12100.063172392995,155.0390109409161,10694.439188260116,608880.4793315978,636026.3751130437,4196.354409851953,24774.90412037877,155.0390109409161,10694.439188260116,608880.4793315978,1798.4376042222655,11785.775817265903,56.37782216033313,3888.886977549133,221411.08339330828,238940.56161450592,1798.4376042222655,10617.816051590902,56.37782216033313,3888.886977549133,221411.08339330828,1777455.8321730057,10808759.77691868,98097.41055897964,6766663.340935491,385255285.10435635,404706261.46494246,1777455.8321730057,10493941.530989008,98097.41055897964,6766663.340935491,385255285.10435635,86.92448420407617,523.4583313434316,4.0873921066241525,281.94430587231216,16052.30354601485,16948.718059541294,86.92448420407617,513.1944424935604,4.0873921066241525,281.94430587231216,16052.30354601485,35.96875208444531,235.7155163453181,1.1275564432066627,77.77773955098266,4428.221667866165,4778.811232290118,35.96875208444531,212.35632103181808,1.1275564432066627,77.77773955098266,4428.221667866165
11,container_ship,1999,0,179.78,175,0.23,4.55,10.3,6.65,12.0,58963.62847172713,11767.635725155113,False,SV,108.7,1577.966562089547,8905.134509638496,66.85193855460619,4883.098120510364,187811.46617347558,203244.5173042686,1577.966562089547,8401.070292111788,66.85193855460619,4883.098120510364,187811.46617347558,1449.3279836583342,8179.172457222315,59.81489239096344,4369.08779203559,168041.83815521502,182099.2412805222,1449.3279836583342,7716.200431341806,59.81489239096344,4369.08779203559,168041.83815521502,145790.38888870817,799471.41747216,4855.561852913503,354667.1266475949,13641043.332599808,14945827.827461183,145790.38888870817,776185.8422059804,4855.561852913503,354667.1266475949,13641043.332599808,3104.477692806609,17354.60227191136,147.77796943649793,10794.216897970278,415162.1883834723,446563.2632155971,3104.477692806609,16528.192639915582,147.77796943649793,10794.216897970278,415162.1883834723,12006.267320246554,44124.79538968844,387.0375390003517,28270.56806611264,1087329.5410043325,1172118.2093193806,12006.267320246554,63921.187005198386,387.0375390003517,28270.56806611264,1087329.5410043325,5145.543137248523,32325.85742834318,140.74092327285516,10280.206569495505,395392.5603652118,443284.90842357185,5145.543137248523,27394.79443079931,140.74092327285516,10280.206569495505,395392.5603652118,5085511.80064729,28158196.035604253,244889.20649476798,17887559.430922177,687983055.0354685,739359211.5091369,5085511.80064729,27075188.49577332,244889.20649476798,17887559.430922177,687983055.0354685,248.70125163367865,1363.8041827466257,10.203716937282,745.3149762884241,28665.960626477856,31033.984754083867,248.70125163367865,1324.0817308219666,10.203716937282,745.3149762884241,28665.960626477856,102.91086274497046,646.5171485668636,2.814818465457103,205.6041313899101,7907.851207304236,8865.698168471437,102.91086274497046,547.8958886159862,2.814818465457103,205.6041313899101,7907.851207304236
3,container_ship,1992,0,32.12,28,0.22,3.9,10.57,7.76,12.0,21255.447767924263,4028.903898047326,False,C3,120.0,588.0198485259496,4124.716594437494,21.89306378198917,1433.0005384574729,10288.20899405365,16455.839039256556,588.0198485259496,4124.716594437494,21.89306378198917,1433.0005384574729,10288.20899405365,540.0834478308994,3788.4625242387856,19.588530752306102,1282.1583765145808,9205.23962625853,14835.5325055951,540.0834478308994,3788.4625242387856,19.588530752306102,1282.1583765145808,9205.23962625853,54327.92078772361,381087.9462252033,1590.1277904813187,104081.09174059541,747248.8637786336,1288335.9503226373,54327.92078772361,381087.9462252033,1590.1277904813187,104081.09174059541,747248.8637786336,1156.8651367738792,8114.931560795504,48.39519362334448,3167.6854008007294,22742.356723697543,35230.234015691,1156.8651367738792,8114.931560795504,48.39519362334448,3167.6854008007294,22742.356723697543,4474.064064871355,31383.71321854615,126.74931663256889,8296.318906859053,59563.31522873166,103844.16073564079,4474.064064871355,31383.71321854615,126.74931663256889,8296.318906859053,59563.31522873166,1917.4560278020097,13450.16280794835,46.09066059366142,3016.8432388578376,21659.387355902425,40089.94009110429,1917.4560278020097,13450.16280794835,46.09066059366142,3016.8432388578376,21659.387355902425,1895085.707477653,13293244.24185562,80197.74943297084,5249307.235612637,37687333.999270216,58205168.93364909,1895085.707477653,13293244.24185562,80197.74943297084,5249307.235612637,37687333.999270216,92.6770413437638,650.0912023841703,3.341572893040452,218.72113481719322,1570.3055833029257,2535.1365347410933,92.6770413437638,650.0912023841703,3.341572893040452,218.72113481719322,1570.3055833029257,38.3491205560402,269.003256158967,0.9218132118732283,60.336864777156755,433.1877471180485,801.7988018220858,38.3491205560402,269.003256158967,0.9218132118732283,60.336864777156755,433.1877471180485
9,container_ship,2007,0,222.1,218,0.25,3.85,9.36,7.87,12.0,28697.880786285186,6628.126403365002,False,C3,126.0,626.4572892530874,5734.675374404631,40.92868054077889,2327.2677427495196,131777.7579011416,140507.08698808964,626.4572892530874,5734.675374404631,40.92868054077889,2327.2677427495196,131777.7579011416,575.3874015422379,5267.174664534688,36.620398378591645,2082.292190881149,117906.41496417935,125867.88961951602,575.3874015422379,5267.174664534688,36.620398378591645,2082.292190881149,117906.41496417935,54474.54689157281,498667.4238612723,2628.052118934223,149435.086639706,8461519.191546986,9166724.301058473,54474.54689157281,498667.4238612723,2628.052118934223,149435.086639706,8461519.191546986,1232.4866234218348,11282.350464861283,90.47392540593228,5144.486589235779,291298.20167620777,309047.99927913264,1232.4866234218348,11282.350464861283,90.47392540593228,5144.486589235779,291298.20167620777,4766.5228530126205,43633.39958786132,236.95551892029886,13473.655352760377,762923.8615329253,825034.3948454799,4766.5228530126205,43633.39958786132,236.95551892029886,13473.655352760377,762923.8615329253,2042.7955084339806,18700.028394797708,86.16564324374504,4899.51103736741,277426.8587392455,303155.35932308837,2042.7955084339806,18700.028394797708,86.16564324374504,4899.51103736741,277426.8587392455,2018962.894168917,18481861.396858405,149928.21924411636,8525149.205019291,482722734.2062872,511898635.92157793,2018962.894168917,18481861.396858405,149928.21924411636,8525149.205019291,482722734.2062872,98.73511624097573,903.834705748556,6.247009135171515,355.2145502091372,20113.447258595297,21477.47863992914,98.73511624097573,903.834705748556,6.247009135171515,355.2145502091372,20113.447258595297,40.855910168679614,374.0005678959542,1.7233128648749008,97.9902207473482,5548.53717478491,6063.107186461767,40.855910168679614,374.0005678959542,1.7233128648749008,97.9902207473482,5548.53717478491
8,container_ship,2011,0,310.55,306,0.26,4.29,9.23,7.06,11.0,11467.187167065298,2716.790376988965,True,SV,135.1,286.561707200298,1362.0086774796166,17.447227801023136,1062.9388014161784,75818.01240870645,78546.96882260355,329.3812726440206,2432.1583526421723,17.447227801023136,1062.9388014161784,75818.01240870645,263.57547400241305,1252.7566445267062,15.610677506178597,951.0505065302651,67837.16899726365,70320.16229982922,302.96031494530234,2237.0654366548324,15.610677506178597,951.0505065302651,67837.16899726365,18124.776981320705,162512.39901745424,964.1889047933837,58741.3548151046,4189942.791007461,4430285.510726134,18494.670389102765,136565.041191138,964.1889047933837,58741.3548151046,4189942.791007461,699.2570664542767,5371.948472683403,38.56755619173535,2349.6541926041837,167597.71164029842,176057.13892823202,706.3202691457341,5215.483954061557,38.56755619173535,2349.6541926041837,167597.71164029842,2325.044277487205,22175.561450560985,101.01026621644975,6153.856218725245,438946.3876293531,469701.85984234296,1937.5368979060038,14306.813839071603,101.01026621644975,6153.856218725245,438946.3876293531,704.5588719658195,4812.291927687721,36.731005896890814,2237.7658977182705,159616.86822885566,167408.21593212438,880.6985899572744,6503.097199578001,36.731005896890814,2237.7658977182705,159616.86822885566,1145665.56773182,8801421.811852857,63911.950260590005,3893712.6620297907,277733350.71820885,291638062.7100839,1157237.9472038588,8545069.720245494,63911.950260590005,3893712.6620297907,277733350.71820885,50.05890785317148,448.84376871487365,2.662997927524584,162.2380275845746,11572.222946592035,12236.02664867218,51.08051821752192,377.17963757552405,2.662997927524584,162.2380275845746,11572.222946592035,14.091177439316391,96.24583855375441,0.7346201179378162,44.75531795436542,3192.3373645771135,3348.164318642487,17.61397179914549,130.06194399156004,0.7346201179378162,44.75531795436542,3192.3373645771135
2,container_ship,2023,0,140.44,136,0.22,4.22,10.62,7.17,13.0,33785.64727355256,6690.331478173031,False,SV,119.5,745.6177545076699,4665.474209116565,36.35526125239226,2574.867734015585,82981.51939007574,91003.83434896794,745.6177545076699,4401.390763317514,36.35526125239226,2574.867734015585,82981.51939007574,684.8336984336751,4285.136637721193,32.52839164687729,2303.8290251718395,74246.62261217303,81552.95036514662,684.8336984336751,4042.5817336992395,32.52839164687729,2303.8290251718395,74246.62261217303,13777.719376772162,83769.94811488008,382.68696055149746,27103.87088437458,873489.6777902709,998523.9031268492,13777.719376772162,81330.04671347581,382.68696055149746,27103.87088437458,873489.6777902709,1466.9218865857417,9092.220810527106,80.36426171581446,5691.812885718662,183432.8323359569,199764.1521805042,1466.9218865857417,8659.257914787719,80.36426171581446,5691.812885718662,183432.8323359569,5673.178566906184,23117.348160246263,210.4778283033236,14907.128986406022,480419.3227846491,524327.4563265109,5673.178566906184,33488.84276437239,210.4778283033236,14907.128986406022,480419.3227846491,2431.362242959793,16935.78619798261,76.53739211029949,5420.774176874917,174697.93555805422,199562.39556798185,2431.362242959793,14352.361184731026,76.53739211029949,5420.774176874917,174697.93555805422,2402996.350125262,14752313.649745531,133175.0622719211,9432147.067762354,303974407.8710143,330695040.0009194,2402996.350125262,14184916.970909163,133175.0622719211,9432147.067762354,303974407.8710143,117.51584174305667,714.5083809798596,5.548960927996713,393.0061278234315,12665.60032795893,13896.179639433274,117.51584174305667,693.6974572619996,5.548960927996713,393.0061278234315,12665.60032795893,48.62724485919586,338.7157239596522,1.5307478422059897,108.41548353749833,3493.958711161084,3991.247911359636,48.62724485919586,287.0472236946205,1.5307478422059897,108.41548353749833,3493.958711161084
5,container_ship,1997,0,298.24,294,0.24,4.0,9.94,7.57,11.0,13187.27093240768,3088.552315847469,False,SV,131.4,436.70571441597383,3214.88994049578,18.308938128343794,1126.7038848211566,82812.73553435502,87609.34401221627,436.70571441597383,3214.88994049578,18.308938128343794,1126.7038848211566,82812.73553435502,394.6698702475913,2905.4352938170423,16.381681483254976,1008.1034758926138,74095.60547810711,78420.19579954761,394.6698702475913,2905.4352938170423,16.381681483254976,1008.1034758926138,74095.60547810711,30826.285723480505,226933.407564408,1329.8070851112861,81834.28216069452,6014819.738811049,6355743.521344743,30826.285723480505,226933.407564408,1329.8070851112861,81834.28216069452,6014819.738811049,936.4651950845214,6893.961851009668,40.47238954686523,2490.6085874993987,183059.73118120583,193421.2392043463,936.4651950845214,6893.961851009668,40.47238954686523,2490.6085874993987,183059.73118120583,2568.8571436233756,18911.117297034,105.99911547988512,6523.022491069854,479442.1530936343,507551.1491408414,2568.8571436233756,18911.117297034,105.99911547988512,6523.022491069854,479442.1530936343,1167.662338010625,8595.962407742727,38.54513290177641,2372.0081785708558,174342.60112495793,186516.77918218393,1167.662338010625,8595.962407742727,38.54513290177641,2372.0081785708558,174342.60112495793,1534308.3121459614,11295094.603773944,67068.53124909094,4127294.2307132888,303356125.9574268,320379891.63530904,1534308.3121459614,11295094.603773944,67068.53124909094,4127294.2307132888,303356125.9574268,67.72441560461627,498.5658196490782,2.7945221353787897,171.97059294638706,12639.838581559448,13380.893931894909,67.72441560461627,498.5658196490782,2.7945221353787897,171.97059294638706,12639.838581559448,23.353246760212503,171.91924815485456,0.7709026580355283,47.440163571417116,3486.8520224991585,3730.335583643678,23.353246760212503,171.91924815485456,0.7709026580355283,47.440163571417116,3486.8520224991585
9,container_ship,2008,0,190.61999999999998,186,0.23,4.39,10.37,6.9,11.0,46150.05032928972,9552.566839063187,False,C3,101.3,1636.3494381993407,9200.760775594768,54.26813221271796,3824.542080222049,162042.10180439666,176758.02223062553,1636.3494381993407,9200.760775594768,54.26813221271796,3824.542080222049,162042.10180439666,1502.9513861722207,8450.698755845197,48.55569724295818,3421.9587033565704,144985.03845656544,158409.20299918237,1502.9513861722207,8450.698755845197,48.55569724295818,3421.9587033565704,144985.03845656544,142291.25549559484,800066.1543995452,3484.5853315534687,245575.8598879421,10404808.642177047,11596226.497291682,142291.25549559484,800066.1543995452,3484.5853315534687,245575.8598879421,10404808.642177047,3219.3396555878335,18101.49674328971,119.9611343649555,8454.250914175056,358198.3303044557,388093.3787518733,3219.3396555878335,18101.49674328971,119.9611343649555,8454.250914175056,358198.3303044557,12450.484855864548,70005.7885099602,314.1839233367882,22142.08572760134,938138.4841307175,1043051.0271474803,12450.484855864548,70005.7885099602,314.1839233367882,22142.08572760134,938138.4841307175,5335.922081084806,30002.480789982947,114.24869939519573,8051.667537309578,341141.2669566245,384645.58606439707,5335.922081084806,30002.480789982947,114.24869939519573,8051.667537309578,341141.2669566245,5273669.656805484,29652451.847433142,198792.73694764051,14009901.514918664,593585804.5045266,642720620.2606316,5273669.656805484,29652451.847433142,198792.73694764051,14009901.514918664,593585804.5045266,257.9029005857657,1450.1199048491758,8.283030706151688,583.7458964549444,24732.741854355278,27032.793586951313,257.9029005857657,1450.1199048491758,8.283030706151688,583.7458964549444,24732.741854355278,106.71844162169613,600.0496157996589,2.284973987903914,161.03335074619153,6822.825339132491,7692.911721287941,106.71844162169613,600.0496157996589,2.284973987903914,161.03335074619153,6822.825339132491
10,container_ship,1995,0,132.65,128,0.24,4.41,9.64,6.86,11.0,55839.29185018563,12031.536677102973,True,SV,109.6,1576.6874769803635,5934.5031664917105,71.32294942186643,4838.9877992373995,140451.34655382927,152872.8479459606,1659.6710284003825,10989.820678688353,71.32294942186643,4838.9877992373995,140451.34655382927,1448.153171791747,5450.712147484234,63.815270535354166,4329.620662475568,125666.99428500512,136959.29553729203,1524.3717597807863,10093.911384230063,63.815270535354166,4329.620662475568,125666.99428500512,151805.77939118716,1238743.9178043283,5180.298431693456,351463.32436566375,10201203.065488651,11948396.385481523,153339.17110220925,1015363.8670527282,5180.298431693456,351463.32436566375,10201203.065488651,3232.570125859397,22486.128745177124,157.66125661675733,10696.70987199846,310471.3976453067,347044.4676449585,3265.222349352927,21621.277639593387,157.66125661675733,10696.70987199846,310471.3976453067,11617.697198802678,122082.57319151628,412.922338758174,28015.19252190073,813139.3747853272,975267.7600363052,12627.931737828996,83618.20081610703,412.922338758174,28015.19252190073,813139.3747853272,4816.653962857632,27235.642551532,150.1535777302451,10187.342735236629,295687.04537648265,338076.83820383914,5411.970744783856,35836.37177833158,150.1535777302451,10187.342735236629,295687.04537648265,5295342.775233765,36835012.00522109,261267.22525062648,17725976.359311737,514495458.9550798,574613057.3200971,5348831.086094711,35418280.77425105,261267.22525062648,17725976.359311737,514495458.9550798,258.96280013790755,2113.1513891956192,10.886134385442771,738.5823483046557,21437.310789794992,24558.893461818618,261.5785859978864,1732.09130261936,10.886134385442771,738.5823483046557,21437.310789794992,96.33307925715265,544.7128510306401,3.0030715546049023,203.7468547047326,5913.740907529653,6761.536764076783,108.23941489567713,716.7274355666317,3.0030715546049023,203.7468547047326,5913.740907529653
7,container_ship,2015,0,207.95,204,0.22,3.73,10.83,8.12,12.0,48937.18247971798,11741.009732243365,False,SV,100.8,1456.200236110681,10406.14722533309,63.80064688501045,3994.009726675619,218439.13786644136,234359.29570144575,1456.200236110681,10406.14722533309,63.80064688501045,3994.009726675619,218439.13786644136,1337.4882603407887,9557.820005876589,57.08478931816725,3573.5876501834487,195445.54440681596,209971.52511253496,1337.4882603407887,9557.820005876589,57.08478931816725,3573.5876501834487,195445.54440681596,113963.4967390968,814394.1306782418,3525.825222592683,220721.59015838947,12071636.566303339,13224241.609101659,113963.4967390968,814394.1306782418,3525.825222592683,220721.59015838947,12071636.566303339,2864.915681913405,20472.963562883582,141.0330089037073,8828.863606335579,482865.4626521335,515173.23851216974,2864.915681913405,20472.963562883582,141.0330089037073,8828.863606335579,482865.4626521335,11079.784405189963,79177.20714927351,369.37216617637637,23123.214207069374,1264647.6402793974,1378397.2182071067,11079.784405189963,79177.20714927351,369.37216617637637,23123.214207069374,1264647.6402793974,4748.479030795699,33933.08877826008,134.31715133686413,8408.441529843409,459871.8691925081,507096.19568274415,4748.479030795699,33933.08877826008,134.31715133686413,8408.441529843409,459871.8691925081,4693080.108769749,33537202.742513712,233711.84332614357,14630688.26192753,800177052.3949641,853271735.3515012,4693080.108769749,33537202.742513712,233711.84332614357,14630688.26192753,800177052.3949641,229.50981982179215,1640.099290949237,9.737993471922648,609.612010913647,33340.710516456835,35829.66963161344,229.50981982179215,1640.099290949237,9.737993471922648,609.612010913647,33340.710516456835,94.96958061591398,678.6617755652015,2.686343026737282,168.16883059686816,9197.437383850161,10141.923913654884,94.96958061591398,678.6617755652015,2.686343026737282,168.16883059686816,9197.437383850161
8,container_ship,2023,0,71.27000000000001,67,0.26,4.01,9.23,7.56,11.0,23138.359559708246,5379.624537907989,True,SV,111.2,568.9446746148141,3380.7412074123595,34.54794878244511,1967.3932490074064,32871.657776432985,38823.28485625001,653.9593961089817,5542.198700675999,34.54794878244511,1967.3932490074064,32871.657776432985,522.5633152712152,3105.1373046341782,30.911322594819314,1760.2992227961006,29411.483273650563,34830.39443894688,600.6474888174886,5090.389023990457,30.911322594819314,1760.2992227961006,29411.483273650563,11842.351673016994,112651.21272026216,363.6626187625801,20709.402621130594,346017.45027824194,491584.07991141424,12084.032319405094,102410.19338205652,363.6626187625801,20709.402621130594,346017.45027824194,1273.7280890083523,11121.747001291336,76.36914994014182,4348.974550437424,72663.6645584308,89484.48334910805,1286.5940293013662,10903.673530677781,76.36914994014182,4348.974550437424,72663.6645584308,5970.933616647224,72530.5134305859,200.0144403194191,11390.171441621827,190309.5976530331,280401.23058220744,4975.778013872686,42168.90315731738,200.0144403194191,11390.171441621827,190309.5976530331,1705.981033327778,12469.947076520997,72.73252375251603,4141.880524226119,69203.49005564839,87594.0312134758,2132.476291659723,18072.387067421736,72.73252375251603,4141.880524226119,69203.49005564839,2086521.427574456,18218773.402667854,126554.59132937787,7206872.112153446,120414072.69682819,148052794.23055333,2107597.4015903594,17861542.55163515,126554.59132937787,7206872.112153446,120414072.69682819,101.00829368161554,960.8485790845892,5.273107972057413,300.28633800639363,5017.253029034508,6384.669347779163,103.06968743021994,873.4987082587173,5.273107972057413,300.28633800639363,5017.253029034508,34.11962066655556,249.39894153041993,1.4546504750503206,82.83761048452237,1384.0698011129678,1751.8806242695161,42.64952583319446,361.44774134843476,1.4546504750503206,82.83761048452237,1384.0698011129678
8,container_ship,1995,0,309.44,305,0.25,4.19,9.31,7.22,12.0,47166.409221581474,11148.149574557945,False,SV,115.4,1013.2017964711537,7920.133740509275,68.83982362289531,4260.020100626679,310096.9285659038,323359.1240271338,1013.2017964711537,7920.133740509275,68.83982362289531,4260.020100626679,310096.9285659038,930.6038239327444,7274.470663837325,61.59352639943265,3811.59693213966,277455.14661159815,289533.4115579073,930.6038239327444,7274.470663837325,61.59352639943265,3811.59693213966,277455.14661159815,93611.0355435305,731751.4868948788,4999.9450841892385,309411.98625604296,22522829.548470907,23662604.002249546,93611.0355435305,731751.4868948788,4999.9450841892385,309411.98625604296,22522829.548470907,1993.3644039269434,15582.002250349771,152.17224169271597,9416.886538227394,685477.4210404189,712621.8464746156,1993.3644039269434,15582.002250349771,152.17224169271597,9416.886538227394,685477.4210404189,7709.144103584865,60261.88715604884,398.5463472904466,24663.274266786037,1795298.0074868116,1888330.859360522,7709.144103584865,60261.88715604884,398.5463472904466,24663.274266786037,1795298.0074868116,3303.9189015363704,25826.523066878075,144.9259444692533,8968.463369740377,652835.6390861132,691079.4703687374,3303.9189015363704,25826.523066878075,144.9259444692533,8968.463369740377,652835.6390861132,3265373.1810184466,25525213.63109783,252171.14337650075,15605126.263348253,1135934012.0098372,1180581896.228678,3265373.1810184466,25525213.63109783,252171.14337650075,15605126.263348253,1135934012.0098372,159.68941357425794,1248.2819482324403,10.507130974020864,650.2135943061774,47330.58383374321,49399.27592083011,159.68941357425794,1248.2819482324403,10.507130974020864,650.2135943061774,47330.58383374321,66.07837803072742,516.5304613375615,2.8985188893850657,179.3692673948075,13056.712781722266,13821.589407374748,66.07837803072742,516.5304613375615,2.8985188893850657,179.3692673948075,13056.712781722266
8,container_ship,2022,0,202.77,198,0.22,4.55,10.72,6.65,12.0,34401.74225903868,6521.83334643715,False,SV,116.1,992.7995222793404,5195.612110770104,35.43964240453948,2706.2999654375594,117768.65783662346,126698.80907751499,992.7995222793404,4901.520859217078,35.43964240453948,2706.2999654375594,117768.65783662346,911.8647786152637,4772.056775652975,31.709153730377423,2421.4262848651847,105371.95701171574,113509.01400457953,911.8647786152637,4501.9403543896,31.709153730377423,2421.4262848651847,105371.95701171574,18345.208563857377,93288.72852705547,373.048867416205,28487.368057237465,1239670.0824907732,1380164.4365063398,18345.208563857377,90571.58109422862,373.048867416205,28487.368057237465,1239670.0824907732,1953.22514709305,10125.369992328324,78.34026215740305,5982.347292019867,260330.7173230624,278470.000016661,1953.22514709305,9643.209516503164,78.34026215740305,5982.347292019867,260330.7173230624,7553.909408647154,25744.17276502483,205.17687707891275,15668.052431480608,681818.5453699253,730989.8568521568,7553.909408647154,37294.18045056473,205.17687707891275,15668.052431480608,681818.5453699253,3237.389746563066,18860.199827857017,74.609773483241,5697.473611447494,247934.01649815467,275803.6894575055,3237.389746563066,15983.220193099169,74.609773483241,5697.473611447494,247934.01649815467,3199620.1995198308,16428619.262480197,129821.00586083933,9913604.083918639,431405188.7067891,461076853.2585686,3199620.1995198308,15796749.290846344,129821.00586083933,9913604.083918639,431405188.7067891,156.47383775054823,795.6979786131203,5.409208577534972,413.0668368299432,17975.216196116213,19345.86405788736,156.47383775054823,772.5223093331265,5.409208577534972,413.0668368299432,17975.216196116213,64.74779493126132,377.2039965571404,1.49219546966482,113.94947222894986,4958.680329963093,5516.073789150109,64.74779493126132,319.6644038619834,1.49219546966482,113.94947222894986,4958.680329963093
