month,type,year_ship,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,Total_PM10,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,Total_PM2.5,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,Total_NOx,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,Total_SOx,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,Total_CO,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,Total_HC,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,Total_CO2,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,Total_N2O,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4,CO2_scaled
12,container_ship,1994,0,20.03,12.72,0.24,7.07,9.8,4.28,14.44,32453,6276,TRUE,SV,74.3,268.7891985,417.739373,37.204128,4046.664384,7280.561664,12050.95875,246.8770356,383.6845328,33.287904,3620.699712,6514.186752,10798.73594,46356.398,184852.0624,2702.19456,293915.6237,528798.6893,1056624.968,898.9830041,2357.431376,82.240704,8945.258112,16093.87315,28377.78635,5794.54975,1003.721606,215.39232,23428.05696,42150.62016,72592.3408,1022.567603,4588.441625,78.32448,8519.29344,15327.49824,29536.12539,9370.149308,24571.63692,867.1528898,94319.55278,169695.1501,46964104.68,79.07856129,315.3358711,5.6785248,617.6487744,1111.243622,2128.985354,20.45135206,91.76883251,1.5664896,170.3858688,306.5499648,590.7225078,298823.642
7,container_ship,1996,0,18.56,12.29,0.24,6.03,9.9,5.02,13.95,35943.6,9187.1,FALSE,C3,72.7,567.3271899,4534.559059,54.4611288,5052.317026,10297.34266,20506.00706,521.0776908,4164.893919,48.7283784,4520.494181,9213.411854,18468.60602,52416.09907,314215.3696,3955.597776,366957.7629,747912.2564,1485457.086,1116.15458,6471.563996,120.3877584,11168.27974,22762.54693,41638.93301,4316.619923,24202.36057,315.301272,29250.25646,59616.19435,117700.7326,1849.979967,33997.07278,114.655008,10636.4569,21678.61613,68276.78078,11235.20261,64774.67081,1225.893429,113725.1905,231788.1577,68797438.23,89.41569842,536.014454,8.31248808,771.143125,1571.699669,2976.585435,36.99959934,679.9414555,2.29310016,212.7291379,433.5723226,1365.535616,422749.115
7,container_ship,2018,0,20.82,14.38,0.26,6.18,8.98,4.9,13.31,32866.3,6753.9,FALSE,SV,81.7,482.8773444,4549.891217,43.3735458,3806.606102,8857.442678,17740.19089,443.5123435,4178.976172,38.8079094,3405.910723,7925.080291,15992.28744,8922.733538,63055.55762,456.56364,40069.53792,93236.23872,205740.6314,950.0086884,6493.445514,95.8783644,8414.602963,19579.61013,35533.54566,3674.066751,32562.89528,251.110002,22038.24586,51279.9313,109806.2492,1574.600036,34112.02297,91.312728,8013.907584,18647.24774,62439.09107,9562.779461,64993.68558,976.3173474,85684.84554,199376.7118,58682480.79,76.10566841,537.826815,6.62017278,581.0082998,1351.925461,2553.486417,31.49200072,682.2404595,1.82625456,160.2781517,372.9449549,1248.781821,360594.3397
4,container_ship,1994,0,20.47,14.15,0.22,6.1,10.62,4.96,13.74,28946,6719,TRUE,SV,82.7,400.3816209,596.054065,36.511046,3737.91408,8670.73512,13441.59593,367.7418148,547.462701,32.667778,3344.44944,7758.02616,12050.34789,49988.89215,245697.8713,2651.85492,271490.6016,629769.1824,1199598.402,1064.46935,3277.466736,80.708628,8262.75744,19166.88816,31852.29031,6669.106317,1395.444299,211.37974,21640.5552,50198.9928,80115.47836,1217.37655,5980.475568,76.86536,7869.2928,18254.1792,33398.18948,10460.0369,32206.11565,802.2945583,82137.00932,190530.9315,52701206.06,85.27516896,419.1316627,5.5727386,570.523728,1323.427992,2403.93129,24.347531,119.6095114,1.5373072,157.385856,365.083584,667.9637896,316136.3879
9,container_ship,1990,0,20.37,13.56,0.23,6.58,10.32,4.6,13.37,51334.5,11417.9,FALSE,C3,68.1,999.0790805,7821.513615,64.8650899,6851.836118,14120.19723,29857.49113,917.6324163,7183.890223,58.0371857,6130.590211,12633.86068,26924.01071,92306.21939,516839.5007,4711.253898,497659.676,1025572.22,2137088.87,1965.579495,10059.45479,143.3859882,15146.16405,31213.06756,58527.65188,7601.688656,41184.28064,375.534731,39668.5249,81748.51027,170578.5392,3257.866567,63638.52889,136.558084,14424.91814,29726.73101,111184.6027,19236.32161,97960.39949,1419.554127,149950.4934,309016.5184,96678371.08,157.4635507,881.6673836,9.90046109,1045.806565,2155.187998,4250.025959,65.15733133,1272.770578,2.73116168,288.4983629,594.5346202,2223.692054,577583.287
1,container_ship,1997,0,21.86,15.92,0.21,5.73,11.22,5.28,15.75,59273.7,17524.2,TRUE,C3,63.1,629.288281,1930.671689,90.8980254,9157.726339,25443.45608,37252.04041,577.987606,1773.279976,81.3298122,8193.755146,22765.19754,33391.55008,74970.98657,385033.8755,6602.067108,665140.1236,1847998.389,2979745.442,1645.311651,5049.074995,200.9324772,20243.39507,56243.42922,83382.14341,6552.086221,23826.29034,526.251726,53018.41565,147304.2194,231227.2633,2835.037307,17658.58253,191.364264,19279.42387,53565.17069,93529.57866,16440.24962,50451.26447,2031.066762,204624.3964,568520.1379,138048787.4,127.891683,656.8224935,13.87390914,1397.758231,3883.474875,6079.821191,56.70074615,353.1716505,3.82728528,385.5884774,1071.303414,1870.591573,842067.1151
7,container_ship,2015,0,21.55,15.75,0.24,5.56,9.69,5.45,13.83,56937.8,14051,TRUE,SV,72.7,544.8476569,1425.857929,83.294328,7124.868672,20182.8564,29361.72499,500.4307284,1309.619511,74.526504,6374.882496,18058.3452,26317.80444,73097.57385,474252.7459,4603.1076,393742.7424,1115368.38,2061064.55,1735.503354,7574.095325,184.124304,15749.7097,44614.7352,69858.16788,11515.5,3254.675707,482.23032,41249.23968,116848.116,173349.7617,1917.683265,13599.89492,175.35648,14999.72352,42490.224,73182.88218,17469.56216,76240.77978,1874.914671,160377.3165,454306.2473,115587883.1,147.2103918,955.0923356,12.7133448,1087.479955,3080.54124,5283.037267,38.35366529,271.9978984,3.5071296,299.9944704,849.80448,1463.657644,710268.8204
5,container_ship,2005,0,20.29,14.07,0.22,6,10.49,5.05,13.45,47268.5,10065.4,TRUE,SV,77.9,680.821402,1077.240772,54.6953836,5507.78688,12915.76023,20236.30467,625.3196573,989.422231,48.9379748,4928.01984,11556.20652,18147.90623,78935.81472,417926.1859,3512.019368,353657.8944,829327.7624,1683359.677,1785.922808,5923.323076,120.9055848,12175.10784,28550.62788,48555.88719,11051.01406,2521.968363,316.657484,31887.1872,74775.45398,120552.2811,2072.065137,10808.43584,115.148176,11595.3408,27191.07418,51782.06413,17765.739,58923.15798,1216.692363,122520.0701,287309.5645,80317401.68,143.0711642,757.4912119,8.34824276,840.662208,1971.352878,3720.925705,41.44130273,216.1687168,2.30296352,231.906816,543.8214835,1035.641283,487735.224
4,container_ship,2006,0,18.17,12.06,0.25,5.86,9.49,5.17,12.36,32531.4,6054.6,TRUE,C3,82.1,528.3216563,2079.310892,37.387155,3235.771987,6659.285011,12540.0767,485.251956,1909.801852,33.451665,2895.16441,5958.307642,11281.97752,55364.81125,366083.7213,2400.6489,207770.6223,427596.1955,1059215.999,1332.583888,5454.424225,82.64529,7152.75913,14720.52476,28742.93729,5153.639345,25000.8395,216.45195,18733.41677,38553.75533,87658.10289,2142.441499,17578.71527,78.7098,6812.151552,14019.54739,40631.56552,13094.67167,53598.04738,821.5461974,71102.92751,146331.2809,47502055.44,100.3487204,663.5267448,5.7064605,493.8809875,1016.417186,2279.880099,42.84882998,351.5743055,1.574196,136.243031,280.3909478,812.6313104,284948.4736
12,container_ship,2018,0,21.22,15.57,0.24,5.41,9.97,5.6,13.04,55937.4,10429.2,TRUE,C3,63.9,861.1496798,3528.0819,61.8242976,5145.683846,14809.29713,24406.03686,790.9472602,3240.466528,55.3164768,4604.032915,13250.42375,21941.18693,19176.66093,130385.6354,650.78208,54165.09312,155887.3382,360265.5098,2172.074861,9370.50883,136.6642368,11374.66956,32736.34103,55790.25851,8400.289518,42279.45973,357.930144,29790.80122,85738.03603,166566.5166,3492.120357,29192.96029,130.156416,10833.01862,31177.46765,74825.72333,22639.65577,97669.32903,1440.99919,119935.4711,345174.7291,92232873.33,163.5656373,1112.112773,9.43634016,785.3938502,2260.366404,4330.875005,69.84240714,583.8592058,2.60312832,216.6603725,623.549353,1496.514467,586860.1842
1,container_ship,2018,0,18.99,12.88,0.2,5.91,12.01,5.12,15.46,45427,10041.8,TRUE,C3,76.3,619.1409374,1471.345371,49.606492,5412.449866,11795.66062,19348.20329,568.6674914,1351.398738,44.384756,4842.718301,10554.01213,17361.18142,13612.92265,58686.08461,522.1736,56973.15648,124164.8486,253959.186,1541.889236,3847.848997,109.656456,11964.36286,26074.61821,43538.37576,5903.476467,18157.77493,287.19548,31335.23606,68290.66675,123974.3497,2453.392817,13457.42718,104.43472,11394.6313,24832.96973,52242.85574,15406.83426,38448.39849,1108.429986,120938.2379,263567.598,72046788.53,116.1102226,500.5577805,7.5715172,826.110769,1800.390305,3250.740594,49.06785635,269.1485436,2.0886944,227.8926259,496.6593946,1044.857115,439469.4986
9,container_ship,2002,0,20.12,14.13,0.23,5.76,10.38,5.26,12.62,37310.2,7393.8,TRUE,SV,78.6,738.0172586,1173.899474,42.0041778,3884.051866,9528.064733,15366.03751,677.8528082,1078.201147,37.5826854,3475.204301,8525.11055,13793.95149,74871.31609,415781.9982,2697.110364,249397.0145,611802.0513,1354549.49,1711.248869,6083.61265,92.8513404,8585.798861,21062.03783,37535.54955,8757.270007,2614.198192,243.182082,22486.61606,55162.48003,89263.74638,2177.380111,10643.52121,88.429848,8176.951296,20059.08365,41145.36611,16747.29192,59537.82574,919.2495382,85001.37536,208518.9989,62053499.35,135.7042604,753.6048716,6.41116398,592.828969,1454.283564,2942.832829,43.54760222,212.8704242,1.76859696,163.5390259,401.181673,822.9073223,370724.7415
12,container_ship,2023,0,21.07,14.45,0.25,6.37,9.28,4.75,12.5,47692.1,11723.8,FALSE,C3,77.9,897.6730092,7484.181609,72.394465,6810.871267,15450.09259,30715.21294,824.4931443,6874.058109,64.773995,6093.93745,13823.76706,27681.02975,16587.43604,103720.9951,762.047,71693.38176,162632.5536,355396.4135,1766.074072,10681.16207,160.02987,15055.61017,34152.83626,61815.71244,6830.120722,39945.41906,419.12585,39431.35997,89447.90448,176073.9301,2927.194595,56111.35802,152.4094,14338.67635,32526.51072,106056.1491,18407.88721,110701.3549,1687.368389,158747.618,360110.3737,102101850.2,141.4810721,884.6790761,11.0496815,1039.554036,2358.172027,4434.935892,58.5438919,1122.22716,3.048188,286.773527,650.5302144,2121.122982,649654.6023
3,container_ship,1991,0,19.47,13.48,0.22,5.77,10.68,5.25,14.44,27629.6,7317.7,FALSE,C3,77,452.5090609,3439.809492,39.7643818,3850.749365,8996.204755,16779.03705,415.6197353,3159.39024,35.5786574,3445.407326,8049.235834,15105.23179,41807.90236,238356.3643,2888.149836,279686.0065,653408.5559,1216146.979,890.2623915,4909.175726,87.9002124,8512.182806,19886.34735,34285.86849,3443.003724,18359.33958,230.214842,22293.81211,52083.29069,96409.66095,1475.573025,25789.37712,83.714488,8106.840768,18939.37843,54394.88383,9025.385557,49487.52292,901.4704334,87297.64029,203946.6536,56660835.11,71.31936286,406.6079155,6.06930038,587.7459557,1373.104936,2444.847471,29.51146049,515.7875424,1.67428976,162.1368154,378.7875686,1087.897677,350658.6728
8,container_ship,2020,0,19.23,13.49,0.26,5.48,9.21,5.53,13.88,53562.9,13420,TRUE,SV,72.8,441.6901938,1366.247722,86.18324,6706.99392,16510.46496,25111.58004,405.6828411,1254.868832,77.11132,6000.99456,14772.52128,22511.17883,15769.99992,107294.9977,907.192,70599.936,173794.368,368366.4937,1517.028424,7257.448498,190.51032,14825.98656,36496.81728,60287.79108,9455.490148,3118.608931,498.9556,38829.9648,95586.9024,147489.9219,1733.235285,13031.33018,181.4384,14119.9872,34758.8736,63824.86466,15882.17709,75980.17312,2017.663089,157019.5559,386531.7169,99738580.32,134.5088228,915.1632161,13.154284,1023.699072,2520.018336,4606.543731,34.66470571,260.6266035,3.628768,282.399744,695.177472,1276.497293,637431.2861
4,container_ship,2008,0,19.75,13.17,0.22,6.36,10.53,4.76,15.25,56289.3,11155.7,TRUE,C3,68.5,562.6044949,1662.609302,60.6200738,6470.662982,13399.15589,22155.65275,516.7399981,1527.070501,54.2390134,5789.540563,11988.71843,19876.30851,65881.80173,317019.2698,3892.446844,415484.6757,860366.8521,1662645.046,1505.33394,4295.654652,134.0022684,14303.5708,29619.18671,49857.74837,5992.960924,20423.3568,350.958322,37461.73306,77574.06043,141803.0695,2666.256085,15480.81736,127.621208,13622.44838,28208.74925,60105.89229,14792.20473,42211.36679,1332.066885,142186.4961,294433.3575,82511069.19,119.4107656,574.5974265,9.25253758,987.6275078,2045.13432,3736.022558,53.32512169,309.6163473,2.55242416,272.4489677,564.174985,1202.117846,494955.4919
11,container_ship,1997,0,19.93,13.37,0.24,6.32,9.69,4.79,11.89,59889.2,13541.9,TRUE,C3,64,1173.862412,3688.32692,80.2763832,7805.33449,16512.23451,29260.03472,1078.167106,3387.648095,71.8262376,6983.720333,14774.10456,26295.46634,124326.0958,689952.7276,5830.600464,566913.7682,1199309.665,2586332.857,2816.398416,9675.176413,177.4530576,17253.89729,36500.72892,66423.6541,10456.46263,44347.03328,464.758008,45188.77862,95597.14718,196054.1797,4434.660489,31181.50778,169.002912,16432.28314,34762.59898,86980.05329,28281.66563,97156.03541,1802.636686,175271.7516,370788.4998,109835877.8,212.0856929,1176.978182,12.25271112,1191.340527,2520.288426,5112.94554,88.69320978,623.6301555,3.38005824,328.6456627,695.2519795,1739.601066,673300.5892
9,container_ship,2013,0,23.14,15.59,0.2,7.35,11.76,4.12,14.77,25931,6989.3,FALSE,C3,80.1,481.6677433,5548.838921,34.527142,4685.067576,9937.442654,20687.54404,442.4013512,5096.487922,30.892706,4191.902568,8891.396059,18653.08061,37695.73643,275803.8025,1908.0789,258911.6292,549174.4625,1123493.71,947.6289298,4941.732999,76.323156,10356.46517,21966.9785,38289.12875,3664.863264,24666.80133,199.89398,27124.07544,57532.56274,113188.1967,1570.655685,52569.51528,72.68872,9863.30016,20920.9319,84997.09175,9274.056279,48069.60983,755.6167267,102531.3774,217478.1188,63289471.27,75.91502476,555.4382134,5.2699322,715.0892616,1516.767563,2868.479995,31.41311369,1051.390306,1.4537744,197.2660032,418.4186381,1699.941835,378108.779
6,container_ship,1998,0,20.57,14.41,0.22,5.94,10.49,5.1,15.17,52647.8,9395.9,TRUE,SV,72,436.9000994,830.8485734,51.0573206,5090.022115,12348.01661,18756.84472,401.2832435,763.1163528,45.6828658,4554.230314,11048.22539,16812.53817,70965.628,359574.9118,3708.373812,369696.3431,896855.9435,1700801.2,1414.104074,4688.733268,112.8635508,11251.62783,27295.61567,44762.9444,9329.318392,1996.318083,295.595014,29468.54909,71488.51723,112578.2978,1585.524554,8840.837223,107.489096,10715.83603,25995.82445,47245.51135,14498.59689,48072.8787,1170.609752,116700.7876,283107.4662,74062509.61,121.0590125,613.3924966,7.79295946,776.8981123,1884.697272,3403.839853,31.71049109,176.8167445,2.14978192,214.3167206,519.916489,944.9102271,463550.3392
2,container_ship,2005,0,21.19,15.29,0.25,5.65,9.6,5.36,12.33,56643.9,11743.2,TRUE,SV,63.1,922.3520382,1983.391347,72.51426,6051.036096,16375.28175,25404.5755,847.160296,1821.701835,64.88118,5414.084928,14651.56788,22799.39612,106939.3668,685668.6948,4656.1788,388540.2125,1051465.46,2237269.913,2419.503173,10278.72059,160.29468,13375.97453,36197.99124,62432.48421,14971.51135,4416.88423,419.8194,35032.31424,94804.26278,149644.792,2807.158377,17509.79106,152.6616,12739.02336,34474.27738,67682.91177,24358.58757,103482.0364,1632.521244,136227.6189,368658.4589,103218008.4,193.8276022,1242.774509,11.067966,923.5791936,2499.38511,4870.634381,56.14316754,350.1958211,3.053232,254.7804672,689.4855475,1353.658235,634359.223
11,container_ship,2003,0,21.79,15.05,0.19,6.55,12.41,4.62,16.68,51700.8,13143.2,FALSE,C3,70.9,744.3820514,9652.097547,61.6810376,7851.221952,18039.83059,36349.21318,683.698732,8865.241768,55.1882968,7024.777536,16140.90106,32769.80739,64728.87403,533061.5094,3960.571888,504131.0938,1158347.017,2264229.066,1464.490775,8596.048584,136.3475568,17355.33274,39877.52026,67429.73991,5663.776478,42907.42188,357.100744,45454.44288,104441.1245,198823.8665,2427.332776,91443.65094,129.854816,16528.88832,37978.59072,148508.3176,14706.10059,85796.51694,1385.071135,176302.172,405091.2502,111464005.6,117.3210842,966.1739858,9.41447416,1198.344403,2753.447827,5044.701775,48.54665552,1828.873019,2.59709632,330.5777664,759.5718144,2970.166351,683281.1109
8,container_ship,1996,0,21.08,14.69,0.22,6.17,10.59,4.91,13.53,55657.9,10752.1,TRUE,C3,67.1,853.4712613,2476.251446,58.4269114,6050.249678,14404.88943,23843.28873,783.8947998,2274.383122,52.2767102,5413.381291,12888.58528,21412.5212,92827.32967,479888.6021,4243.638828,439439.1872,1046249.864,2062648.622,2125.458149,6475.870199,129.1542252,13374.23613,31842.38716,53947.10586,8055.603815,30099.71601,338.261066,35027.7613,83396.72827,156918.0705,3381.944459,21959.3348,123.004024,12737.36774,30326.08301,68527.73404,22251.99093,67797.62047,1367.850901,141644.3087,337237.4223,89234452.61,158.3525036,818.6334977,8.91779174,923.4591614,2198.641018,4108.003972,67.63888917,439.186696,2.46008048,254.7473549,606.5216602,1370.554681,570299.1933
1,container_ship,2006,0,19.56,12.79,0.27,6.5,8.86,4.66,11.93,32320.3,7660.2,FALSE,SV,76.8,657.7135742,4699.732608,51.0858738,4540.96656,8935.22497,18884.72359,604.0956197,4316.602233,45.7084134,4062.97008,7994.674973,17024.05132,57192.48471,320527.3731,3280.250844,291577.8528,573735.498,1246313.46,1293.979967,7251.931817,112.9266684,10037.92608,19751.54993,38448.31446,5004.342412,33611.55208,295.760322,26289.8064,51730.24982,116931.711,2144.718177,32678.76734,107.549208,9559.9296,18810.99994,63301.96426,12929.6803,72009.71432,1141.485965,101465.4191,199652.7247,63477548.08,103.6613785,580.9558638,7.79731758,693.094896,1363.797495,2749.306951,42.89436353,653.5753467,2.15098416,191.198592,376.2199987,1266.039285,387199.0244
3,container_ship,2004,0,20.68,14.9,0.23,5.55,10.34,5.46,15.05,58633.4,15757.9,FALSE,C3,71.9,804.7164033,6976.123161,89.5206299,7976.018664,21413.09515,37259.47401,739.1145226,6407.417469,80.0974057,7136.437752,19159.08514,33522.15229,69975.33942,454964.554,5748.166762,512144.3563,1374946.11,2417778.526,1583.192054,9956.078836,197.8877082,17631.19915,47334.21034,76702.56809,6122.842199,37233.75215,518.277331,46176.95016,123970.5509,214022.3727,2624.075228,52302.27762,188.464484,16791.61824,45080.20032,116986.6359,16050.23287,100363.4229,2029.459465,180818.7296,485441.2742,126795478,126.8303027,824.6232541,13.66367509,1217.392322,3268.314523,5450.824078,52.48150456,1046.045552,3.76928968,335.8323648,901.6040064,2339.732718,784703.1191
