month,type,year_ship,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,Total_PM10,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,Total_PM2.5,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,Total_NOx,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,Total_SOx,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,Total_CO,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,Total_HC,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,Total_CO2,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,Total_N2O,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4
7,container_ship,2016,0,283.75,278,0.25,5.5,9.59,5.51,13.0,36535.925659194916,7307.206153720898,False,C3,110.9,674.6891268317348,4532.64016736261,45.12199799922655,3665.2946067064026,185263.98193897816,194181.72783787813,619.6872958400173,4163.131458066746,40.37231399930797,3279.474121789939,165762.51015592786,173865.17534562387,12467.08169145597,70229.6056177234,474.9683999918584,38582.04849164634,1950147.1783050334,2071900.8825058509,1327.3775212667827,7643.5515865773195,99.74336399829025,8102.230183245731,409530.907444057,426703.8100991451,5133.504225893635,23091.616731648835,261.23261999552216,21220.126670405487,1072580.9480677685,1122287.428315712,2200.0732396687004,27082.00478069072,94.99367999837168,7716.409698329268,390029.4356610067,427122.9170596937,2174405.7185392324,12521066.549282737,165289.00319716672,13426552.875092926,678651218.0501516,706938532.1962637,106.33687325065387,599.0172243864644,6.887041799881947,559.439703128872,28277.134085422986,29548.814927988857,44.00146479337401,541.6400956138144,1.8998735999674337,154.32819396658536,7800.588713220133,8542.458341193875
5,container_ship,2002,0,221.07,213,0.23,7.84,10.43,3.86,13.0,17093.713448832084,3418.7876693759213,True,SV,113.3,298.87867811407546,245.29334113586086,19.42213274972461,2444.4605339051386,66412.0017502289,69420.05643613369,274.5135684852106,225.29660136935047,17.377697723437812,2187.1488987572293,59421.26472388901,62125.60149022424,32161.944710101598,102158.78280715489,1247.1053660349487,156960.09744022466,4264349.586067328,4556877.516390844,735.0141404707562,1384.265539836785,42.93313555202282,5403.544338106096,146805.47755313755,154371.2347071032,4121.764378882969,589.377593118201,112.44392644577408,14152.139933135015,384490.5364486936,403466.2622802755,889.3265014535668,2694.297568540348,40.88870052573603,5146.232702958187,139814.74052679766,148585.4860002755,1204042.5008264044,2267595.207522689,71146.33891478069,8954444.903147245,243277648.51662794,255774877.46703908,58.293524787059155,185.16279383796822,2.9644307881158616,373.10187096446856,10136.568688192832,10756.091308570443,17.78653002907134,53.885951370806964,0.8177740105147204,102.92465405916373,2796.2948105359537,2971.7097200055105
9,container_ship,2022,0,337.14000000000004,331,0.23,5.91,10.33,5.12,15.0,13993.961479938229,2798.811856471669,False,SV,122.5,193.42540752945334,1869.9955075975722,15.900050156615555,1508.537200143378,84488.29327368156,88076.15143910858,177.6570319156392,1717.5502216521184,14.226360666445496,1349.7438106546015,75594.78871855719,78853.966143446,3574.1651391312025,24713.568038708596,167.36894901700583,15879.338948877663,889350.4555124375,933684.896588172,380.54346481338104,2405.050504741186,35.147479293571216,3334.661179264309,186763.59565761188,192918.99828572434,1471.7150572893188,13203.241814196199,92.05292195935321,8733.636421882717,489142.75053184066,512643.39674716827,630.7350245525653,15214.927568148249,33.47378980340116,3175.867789775533,177870.09110248752,196925.09527476726,623376.4492661187,3920261.2659539436,58244.39425791803,5526009.954209427,309493958.51832825,319621850.58201563,30.485526186707318,210.7921979772204,2.4268497607465846,230.25041475872612,12895.581604930343,13369.536593613744,12.614700491051305,304.29855136296504,0.6694757960680233,63.517355795510646,3557.40182204975,3938.5019054953455
3,container_ship,2023,0,155.56,150,0.26,5.3,9.05,5.71,13.0,30490.76053404514,6098.1753893968,False,SV,120.3,492.12463855359965,4056.6364968576863,39.16248235070625,2947.6140562188366,83423.03932694823,90958.57700092906,452.0057821497736,3725.932434613854,35.040115787474015,2637.3388924063274,74641.66676621683,81491.98399117426,9093.607451533906,62854.312451312384,412.23665632322366,31027.516381250913,878137.2560731391,981524.9290135596,968.2017345456688,6840.849744701004,86.56969782787696,6515.7784400626915,184408.82377535923,198820.22339249644,3744.426597690432,27712.04185353396,226.73016097777304,17065.134009688,482975.4908402266,531723.8234621168,1604.7542561530424,24237.937481225035,82.44733126464473,6205.503276250182,175627.45121462786,207758.09355952076,1586032.1231645902,11206143.366319602,143458.35640048183,10797575.700675318,305591765.11345243,329324974.6600124,77.56312238073039,536.1103120847233,5.977431516686744,449.89898752813826,12732.990213060519,13802.540066570798,32.09508512306085,484.7587496245008,1.6489466252928948,124.11006552500365,3512.549024292557,4155.161871190416
7,container_ship,2024,0,317.23,310,0.24,6.99,9.86,4.33,12.0,59662.308172917285,11932.440612701543,False,SV,94.6,1461.5582288113292,8796.397106913755,70.73550795209475,7606.78770130988,337353.96100229805,355289.4395472851,1342.409460158232,8079.299516676221,63.28966500976899,6806.073206435156,301843.0177388982,318134.0895871776,27007.05422803543,121906.59034038086,744.5842942325763,80071.44948747242,3551094.3263399787,3780824.0046901,2875.4569501614196,12553.910108437098,156.362701788841,16815.00439236921,745729.8085313955,778130.542684152,11120.551740955767,62954.50686054185,409.521361827917,44039.29721810984,1953101.8794869885,2071625.7566684238,4765.9507461239,65949.46690545193,148.91685884651525,16014.289897494486,710218.8652679959,797097.4896759127,4710347.987419121,20448645.16336366,259115.33439293655,27864864.4216404,1235780825.5663128,1289063798.473129,230.35428606265518,1039.791505844425,10.796472266372357,1161.0360175683502,51490.8677319297,53932.8460136715,95.31901492247799,1318.989338109039,2.9783371769303053,320.2857979498897,14204.377305359916,15941.949793518254
8,container_ship,1990,0,282.98,277,0.25,5.73,9.56,5.28,13.0,35900.89012606062,7180.139332862431,True,SV,102.2,453.1643728714177,1039.7602945984233,44.33736038042551,3752.1684920099183,181387.55188250387,186676.98240236405,416.2216250829869,954.9972271039867,39.67026981406494,3357.2033875878215,162294.1253685561,167062.21787814496,62499.2766932776,391288.3717344809,3220.2924907888005,272525.9220512467,13174464.294623965,13903998.157593759,1305.0248740488953,5388.450222378044,98.00890189357217,8294.267192864028,400961.9567929033,416047.7079840879,8644.959917254044,2315.4789169211967,256.6899811498319,21723.080743215316,1050138.4582671276,1083078.6678256681,1434.8777401883265,9427.307018893443,93.3418113272116,7899.302088441932,381868.5302789555,400723.35893780645,2137789.365499986,8826936.414006023,162414.75170934817,13744785.633888964,664451242.6853826,689323168.8504869,106.61641318265002,667.491928252938,6.767281321222842,572.6994014120402,27685.468445224276,29039.043469393124,28.697554803766526,188.5461403778689,1.866836226544232,157.98604176883867,7637.370605579111,8014.467178756128
8,container_ship,2010,0,242.44,236,0.24,6.2,9.8,4.88,13.0,24227.021299645126,4845.44295227872,False,SV,114.1,458.3289141317321,3567.2107577650177,28.72378582110825,2739.8072629364797,104289.43775048535,111083.50847113969,420.96514395794964,3276.4055329472176,25.700229418886334,2451.4064984168504,93311.60219780268,99486.0796025436,35869.21936683121,209379.76186881628,1587.3671111665087,151410.40137280547,5763363.6651584,6161610.414878021,901.7123201939512,5090.998353818509,63.49468444666035,6056.416054912218,230534.54660633602,242647.16801970737,3487.285216219701,25529.99726970129,166.29560212220568,15862.042048579618,603780.9553975469,648826.5755341697,1494.5508069513003,26744.546085702623,60.47112804443843,5768.015290392589,219556.7110536534,253624.29436474433,1477114.3808702019,8292557.296115899,105219.76279732287,10036346.605283104,382028677.2333569,401939915.2784234,72.23662233597953,421.66757598581063,4.384156783221786,418.1811085534627,15917.86155138987,16834.331015048345,29.891016139026007,534.8909217140525,1.2094225608887685,115.36030580785177,4391.134221073068,5072.485887294886
11,container_ship,1995,0,278.67,273,0.24,5.43,9.66,5.58,14.0,36184.57348103083,7236.914696206165,True,SV,117.6,325.4554018337975,915.6291101414325,42.90043031911014,3583.8359481964317,180181.80734026263,185049.62823075338,298.9237114669119,840.9854326842506,38.384595548677495,3206.5900589125968,161215.30130444551,165600.18510305797,52863.67983853672,359533.7130854266,3115.9259915985263,260299.66360584612,13086889.164713813,13762702.147235218,1053.3936936633188,4863.7820231099795,94.83253017908558,7922.163674960533,398296.6267521595,412230.7986740724,6949.591154164891,2090.022968801096,248.3709123737956,20748.52391061092,1043157.8319699415,1073194.3409158923,1181.0881518162007,8733.310262490293,90.31669540865293,7544.917785676698,379330.1207163424,396879.75361173425,1725586.907023061,7967466.131779607,157151.0500110561,13128156.947077455,660034410.0464357,683012771.0823269,90.17921854809207,613.3222164398455,6.547960417127337,547.0065394615607,27501.433751934823,28758.489686801448,23.621763036324015,174.66620524980584,1.8063339081730587,150.898355713534,7586.602414326848,7937.595072234685
12,container_ship,2017,0,113.06,107,0.24,5.82,9.98,5.2,12.0,43396.58534065105,8679.295760094219,True,C3,125.7,926.0017232951767,3025.1899281535793,51.45086526583853,4606.831320725851,84696.03974530342,93305.51358274386,850.5124523743742,2778.5711840106246,46.034984711539735,4121.901708017866,75780.66714053466,83577.68746964906,19351.61468842793,111800.4973448062,541.5880554298792,48492.96127079843,891537.2604768781,1071723.9218363406,2147.130548618824,8034.838684177469,113.73349164027464,10183.521866867668,187222.82470014438,207702.04929144864,7968.311930529147,36252.95538901436,297.87343048643356,26671.128698939134,490345.49326228304,561535.7627112522,3450.9380992366832,25031.80253050991,108.31761108597584,9698.592254159685,178307.45209537563,216597.1025903679,3517260.815831389,13162042.374909502,188472.64328959797,16875550.522237852,310254966.6459536,343998293.00222194,165.05788998953236,953.5924773527587,7.853026803733249,703.1479384265772,12927.290276914735,14756.941609487336,69.01876198473366,500.63605061019825,2.166352221719517,193.9718450831937,3566.1490419075126,4331.9420518073575
10,container_ship,2006,0,42.88,36,0.24,6.64,9.84,4.56,13.0,51579.2640469288,10315.829008112136,True,SV,119.8,701.3225334478215,1033.4967404213342,61.15223436008874,6246.9359407844495,33868.92979943377,41911.83724844745,644.1495008297925,949.2442887565516,54.71515705902678,5589.363736491349,30303.779294230215,37541.251977366934,87611.63308227531,420966.63568649313,3926.617153647803,401119.0446187909,2174741.8081741678,3088365.738715375,1962.7797357562195,5832.339013664905,135.17862332230143,13809.016290155098,74868.16060927464,96607.47427217315,12701.539452981824,2483.230154330437,354.0392515584085,36166.471236120495,196083.27778619548,247788.55788118666,2190.290827056883,10997.162112034792,128.74154602123946,13151.444085861998,71303.01010407109,97770.648675046,3215271.7770813205,9554080.207467647,224010.29007695668,22883512.709399875,124067237.58108367,159944112.56510946,158.79608496162402,763.002027181769,9.333762086539862,953.4796962249949,5169.468232545153,7054.0798030000815,43.80581654113766,219.9432422406959,2.5748309204247892,263.0288817172399,1426.0602020814215,1955.4129735009196
10,container_ship,1994,0,74.41999999999999,68,0.24,6.18,9.82,4.9,13.0,23073.07365829273,4614.590930384922,False,C3,120.3,439.1763284729619,3428.149555833794,27.355295035321816,2600.8572818198277,28617.84711387513,35113.385575037035,403.37391039092705,3148.6808420429957,24.475790294761627,2327.0828311019513,25605.442154519853,31509.055528350487,40576.07382630626,237548.40672217865,1986.858270986532,188904.3709953349,2078559.421955141,2547575.1317699472,864.0316897131098,4892.535073068748,60.46959955176401,5749.26346507541,63260.50414646081,74826.80397386984,3341.559020989928,18297.106850657456,158.3727607308105,15057.594789483215,165682.27276454025,202536.90618640164,1432.0967232813975,25701.95876010458,57.59009481120383,5475.489014357533,60248.099187105545,92915.23377966027,1415388.928176448,7969287.082218047,100206.76497149466,9527350.884982107,104831692.58556364,123843926.24591173,69.21800829193423,405.22963499665775,4.175281873812278,396.9729535409211,4367.987191065152,5243.583069768477,28.64193446562795,514.0391752020915,1.1518018962240766,109.50978028715065,1204.9619837421108,1858.304675593205
7,container_ship,2020,0,156.35999999999999,150,0.22,6.14,10.55,4.93,13.0,61906.81450500239,12381.362901000477,False,SV,106.6,1339.387628621914,9307.331421019602,67.2803260040366,6933.167020947433,169377.04448568652,187024.2108822795,1230.198419766867,8548.581576914745,60.19818642466433,6203.359966110863,151547.88190824585,167590.220057463,24749.554007144066,128987.47349782602,708.2139579372274,72980.70548365719,1782916.2577440687,2010342.2046906333,2635.0995737018093,13283.097680648832,148.72493116681773,15325.94815156801,374412.4141262544,405805.2844633399,10190.992826471087,66611.18781658706,389.5176768654751,40139.388016011464,980603.9417592379,1097935.028095173,4367.568354201894,69780.10861357802,141.6427915874455,14596.14109673144,356583.2515488138,445468.71240491257,4316613.390069539,21636394.461621836,246458.45736215514,25397285.508312706,620454857.6949359,672051609.5123022,211.09913711975824,1100.1872739520456,10.269102390089797,1058.2202295130294,25852.285737289,28232.06148026392,87.35136708403789,1395.6021722715602,2.8328558317489096,291.9228219346288,7131.665030976275,8909.374248098253
6,container_ship,1994,0,143.35999999999999,137,0.23,6.13,10.28,4.94,14.0,40326.96787371134,8065.37243297595,False,SV,119.0,675.6728451003934,6174.888016679644,45.81938079173637,4508.994850889803,100771.98932657471,112177.36442003629,620.5908196846004,5671.50040662424,40.996288076816754,4034.363813954034,90164.41150272475,100531.86283106444,62426.29547123199,408031.7693588263,3327.933973294537,327495.41548568045,7319228.698456479,8120510.112745511,1329.3128800344696,7941.686213094174,101.28494701331198,9967.25177565114,222759.13430084934,242098.6701166424,5140.98903880734,43598.25428914819,265.270099320579,26104.70703146728,583416.7803117483,658526.0007704917,2203.281016631717,50241.015838539526,96.46185429839237,9492.620738715375,212151.5564769994,274184.9359251844,2177576.0714376806,12945044.10039568,167843.6264792027,16517160.085364752,369143708.26997894,400951332.1536563,106.49191580386635,696.0541947885861,6.993484436633447,688.2150035568646,15380.987844582454,16878.742443168405,44.06562033263435,1004.8203167707907,1.9292370859678474,189.8524147743075,4243.031129539988,5483.698718503688
8,container_ship,1992,0,304.69,299,0.24,5.45,9.65,5.56,13.0,17907.786747491806,3581.557349498361,False,C3,120.3,323.4616978548152,2261.9157942953443,21.231471967826284,1780.1772649946656,97664.77105200088,102051.55728111354,297.09253770360743,2077.5204849777897,18.996580181739308,1592.7901844689115,87384.2688360008,91370.66862333285,29885.048171368795,175232.80947568917,1542.0753324000143,129297.08556277044,7093546.529040065,7429503.547582293,636.3757316491472,3814.3486841688564,46.93272750782652,3935.12869104084,215890.54653600196,224323.33237036865,2461.121614112724,11523.370634453599,122.91904823478376,10306.289428916487,565427.6218800052,589841.3226057228,1054.7664060483103,13514.687266752497,44.69783572173955,3747.741610515086,205610.04432000188,223971.9374390395,1042460.7979777468,6248366.767160586,77774.23415582681,6521070.402296249,357761477.1168033,371651149.3183937,50.980376292335,298.9265573408815,3.2405930898261173,271.7112667623437,14906.728213200136,15531.587006685524,21.095328120966208,270.2937453350499,0.893956714434791,74.9548322103017,4112.200886400037,4479.43874878079
12,container_ship,2012,0,234.85000000000002,228,0.24,6.61,9.72,4.58,13.0,58484.69908580275,11696.93981716055,False,SV,105.0,1079.5432898803608,9611.394400189936,69.33945923612774,7051.289623858528,243221.4877821096,261033.05455527452,991.5370434227227,8827.856813217933,62.04056879021956,6309.048610820788,217619.2259103086,233809.70894656025,84485.99659933257,537978.4286471868,3831.9174841017957,389676.5318448134,13441187.48269553,14457160.357270963,2123.8840811776663,12361.46763964206,153.27669936407185,15587.061273792533,537647.4993078212,567873.1890017976,8213.916336046223,67861.96219281426,401.4389745249501,40823.25571707569,1408124.4029490557,1525424.9761695168,3520.249858305524,78201.61547642932,145.97780891816367,14844.820260754796,512045.23743602016,608757.900840428,3479180.276625293,20149341.01487687,254001.38751760477,25829987.253713343,890958713.1386751,940671223.0714082,170.14540981810035,1083.4287799144738,10.583391146566866,1076.2494689047228,37123.279714111464,39463.68676389532,70.40499716611048,1564.0323095285862,2.9195561783632735,296.8964052150959,10240.904748720404,12175.158016808562
7,container_ship,1999,0,301.74,296,0.23,5.51,10.25,5.5,15.0,16378.7788565839,3275.7347494348646,True,C3,115.2,165.8770337491593,671.2419412902514,18.60944911153947,1646.096020408013,88429.11470794406,90930.93915250302,152.35444947613,616.521130858981,16.650559731377424,1472.8227551019065,79120.78684394996,81379.13573911834,20842.809892829144,130084.2680496219,1351.6336723118143,119558.55306121358,6422746.226155938,6694583.490831914,443.8292459531853,1755.4258032496518,41.136676983403035,3638.7385714282386,195474.88514387634,201354.01544149083,1783.7791165489302,8159.184254548788,107.73891590891273,9530.029591835864,511958.03251967614,531538.7643985186,800.5369889633339,5952.556451791864,39.17778760324099,3465.465306122133,186166.55727988225,196424.2938143628,727046.2509675107,2875600.8323951475,68169.35042963932,6029909.63265251,323929809.6669951,333630535.7334399,35.55538158188501,221.90845726111974,2.840389601234972,251.2462346938546,13497.075402791463,14008.625865929556,16.01073977926668,119.05112903583728,0.7835557520648199,69.30930612244265,3723.3311455976445,3928.4858762872564
